ICD9Code,ShortDescription
8362,Delayed suture of tendon
8365,Other suture of muscle or fascia
8374,Reattachment of muscle
8386,Quadricepsplasty
8389,Other plastic operations on fascia
462,Ileostomy
4620,"Ileostomy, not otherwise specified"
4621,Temporary ileostomy
4641,Revision of stoma of small intestine
4682,Intra-abdominal manipulation of large intestine
4825,Open biopsy of rectum
4834,Destruction of rectal lesion or tissue by cryosurgery
4851,Laparoscopic abdominoperineal resection of the rectum
4944,Destruction of hemorrhoids by cryotherapy
4952,Posterior anal sphincterotomy
502,Local excision or destruction of liver tissue or lesion
503,Lobectomy of liver
505,Liver transplant
51,Operations on gallbladder and biliary tract
5124,Laparoscopic partial cholecystectomy
5134,Anastomosis of gallbladder to stomach
5181,Dilation of sphincter of oddi
5196,Percutaneous extraction of common duct stones
5209,Other pancreatotomy
5222,Other excision or destruction of lesion or tissue of pancreas or pancreatic duct
9119,"Microscopic examination of peritoneal and retroperitoneal specimen, other microscopic examination"
9121,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, bacterial smear"
9133,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, culture and sensitivity"
9162,"Microscopic examination of specimen from skin and other integument, culture"
917,Microscopic examination of specimen from operative wound
9171,"Microscopic examination of specimen from operative wound, bacterial smear"
9182,"Microscopic examination of specimen from other site, culture"
9227,Implantation or insertion of radioactive elements
9229,Other radiotherapeutic procedure
930,Diagnostic physical therapy
9317,Other passive musculoskeletal exercise
9326,Manual rupture of joint adhesions
9355,Dental wiring
9356,Application of pressure dressing
9363,"Osteopathic manipulative treatment using low- velocity, high-amplitude forces"
9385,Vocational rehabilitation
9396,Other oxygen enrichment
940,Psychologic evaluation and testing
9432,Hypnotherapy
8829,"Skeletal x-ray of lower limb, not otherwise specified"
8860,"Phlebography using contrast material, unspecified site"
8879,Other diagnostic ultrasound
8929,Other nonoperative genitourinary system measurements
895,Other nonoperative cardiac and vascular diagnostic procedures
8956,Carotid pulse tracing with ecg lead
8960,Continuous intra-arterial blood gas monitoring
90,Microscopic examination-i
9022,"Microscopic examination of specimen from eye, culture"
9024,"Microscopic examination of specimen from eye, parasitology"
905,Microscopic examination of blood
9056,"Microscopic examination of blood, cell block and papanicolaou smear"
9063,"Microscopic examination of specimen from spleen and of bone marrow, culture and sensitivity"
9066,"Microscopic examination of specimen from spleen and of bone marrow, cell block and papanicolaou smear"
9071,"Microscopic examination of specimen from lymph node and of lymph, bacterial smear"
9075,"Microscopic examination of specimen from lymph node and of lymph, toxicology"
9105,"Microscopic examination of specimen from liver, biliary tract, and pancreas, toxicology"
7935,"Open reduction of fracture with internal fixation, femur"
7939,"Open reduction of fracture with internal fixation, other specified bone"
7965,"Debridement of open fracture site, femur"
8001,"Arthrotomy for removal of prosthesis without replacement, shoulder"
9906,Transfusion of coagulation factors
9939,"Administration of diphtheria-tetanus-pertussis, combined"
9952,Prophylactic vaccination against influenza
9959,Other vaccination and inoculation
9979,Other therapeutic apheresis
998,Miscellaneous physical procedures
8703,Computerized axial tomography of head
8785,Other x-ray of fallopian tubes and uterus
8791,Contrast seminal vesiculogram
8828,Skeletal x-ray of ankle and foot
8837,Other soft tissue x-ray of lower limb
8846,Arteriography of placenta
8889,Thermography of other sites
8919,Video and radio-telemetered electroencephalographic monitoring
893,Other anatomic and physiologic measurements and manual examinations
9001,"Microscopic examination of specimen from nervous system and of spinal fluid, bacterial smear"
9014,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, parasitology"
9464,Drug rehabilitation
9467,Combined alcohol and drug rehabilitation
9501,Limited eye examination
9504,Eye examination under anesthesia
9515,Ocular motility study
961,Other nonoperative insertion
9611,Packing of external auditory canal
9622,Dilation of rectum
9629,Reduction of intussusception of alimentary tract
9643,"Digestive tract instillation, except gastric gavage"
9711,Replacement of cast on upper limb
974,Nonoperative removal of therapeutic device from thorax
976,Nonoperative removal of therapeutic device from urinary system
8396,Injection of therapeutic substance into bursa
8406,Disarticulation of elbow
8462,"Insertion of total spinal disc prosthesis, cervical"
8467,"Revision or replacement of artificial spinal disc prosthesis, thoracic"
8491,"Amputation, not otherwise specified"
854,Mastectomy
8542,Bilateral simple mastectomy
858,Other repair and plastic operations on breast
8584,Pedicle graft to breast
8589,Other mammoplasty
9445,Drug addiction counseling
9546,Other auditory and vestibular function tests
9605,Other intubation of respiratory tract
9625,Therapeutic distention of bladder
9627,Manual reduction of hernia
9649,Other genitourinary instillation
9655,Tracheostomy toilette
9671,Continuous invasive mechanical ventilation for less than 96 consecutive hours
9713,Replacement of other cast
9724,Replacement and refitting of vaginal diaphragm
9756,Removal of pancreatic tube or drain
9783,Removal of abdominal wall sutures
9804,Removal of intraluminal foreign body from large intestine without incision
525,Partial pancreatectomy
5251,Proximal pancreatectomy
5285,Allotransplantation of cells of islets of langerhans
5315,Other and open bilateral repair of indirect inguinal hernia with graft or prosthesis
5329,Other unilateral femoral herniorrhaphy
5341,Other and open repair of umbilical hernia with graft or prosthesis
5423,Biopsy of peritoneum
5459,Other lysis of peritoneal adhesions
5473,Other repair of peritoneum
5504,Percutaneous nephrostomy with fragmentation
553,Local excision or destruction of lesion or tissue of kidney
5583,Closure of other fistula of kidney
5593,Replacement of nephrostomy tube
8045,"Division of joint capsule, ligament, or cartilage, hip"
810,Spinal fusion
9183,"Microscopic examination of specimen from other site, culture and sensitivity"
932,Other physical therapy musculoskeletal manipulation
9329,Other forcible correction of musculoskeletal deformity
9336,Cardiac retraining
9344,Other skeletal traction
9364,"Osteopathic manipulative treatment using isotonic, isometric forces"
9371,Dyslexia training
9395,Hyperbaric oxygenation
9411,Psychiatric mental status determination
9431,Psychoanalysis
9459,Referral for other psychologic rehabilitation
9469,Combined alcohol and drug rehabilitation and detoxification
977,Nonoperative removal of therapeutic device from genital system
9829,"Removal of foreign body without incision from lower limb, except foot"
9904,Transfusion of packed cells
9914,Injection or infusion of immunoglobulin
9935,Vaccination against tularemia
9938,Administration of tetanus toxoid
9981,Hypothermia (CENTRAL) (LOCAL)
8664,Hair transplant
8669,Other skin graft to other sites
867,Pedicle grafts or flaps
8737,Other mammography
8738,Sinogram of chest wall
8759,Other biliary tract x-ray
876,Other xray of digestive system
8867,Phlebography of other specified sites using contrast material
8868,Impedance phlebography
8874,Diagnostic ultrasound of digestive system
8890,"Diagnostic imaging, not elsewhere classified"
8959,Other nonoperative cardiac and vascular measurements
901,"""microscopic examination of specimen from endocrine gland, not elsewhere classified"""
9051,"Microscopic examination of blood, bacterial smear"
908,Microscopic examination of specimen from upper gastrointestinal tract and of vomitus
9094,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, parasitology"
9122,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, culture"
9145,"Microscopic examination of specimen from female genital tract, toxicology"
9149,"Microscopic examination of specimen from female genital tract, other microscopic examination"
9153,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, culture and sensitivity"
9156,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, cell block and papanicolaou smear"
9217,Placental scan
9224,Teleradiotherapy using photons
9314,Training in joint movements
9325,Forced extension of limb
9331,Assisted exercise in pool
9337,Prenatal training
9342,Other spinal traction
9366,Osteopathic manipulative treatment to move tissue fluids
9383,Occupational therapy
9821,Removal of superficial foreign body from eye without incision
990,Transfusion of blood and blood components
9942,Vaccination against smallpox
9946,Vaccination against mumps
8222,Excision of lesion of muscle of hand
8231,Bursectomy of hand
8236,Other myectomy of hand
8239,Other excision of soft tissue of hand
8243,Delayed suture of other tendon of hand
8272,Plastic operation on hand with graft of muscle or fascia
832,"""diagnostic procedures on muscle, tendon, fascia, and bursa, including that of hand"""
8384,"Release of clubfoot, not elsewhere classified"
8385,Other change in muscle or tendon length
8397,Injection of therapeutic substance into tendon
8398,Injection of locally acting therapeutic substance into other soft tissue
8424,Upper arm reattachment
8428,Thigh reattachment
849,Other operations on musculoskeletal system
5686,Removal of ligature from ureter
57,Operations on urinary bladder
5741,Transurethral lysis of intraluminal adhesions
5751,Excision of urachus
5779,Other total cystectomy
5784,Repair of other fistula of bladder
5794,Insertion of indwelling urinary catheter
583,Excision or destruction of lesion or tissue of urethra
59,Other operations on urinary tract
5902,Other lysis of perirenal or periureteral adhesions
6013,Closed [PERCUTANEOUS] biopsy of seminal vesicles
61,Operations on scrotum and tunica vaginalis
9502,Comprehensive eye examination
9509,"Eye examination, not otherwise specified"
9513,Ultrasound study of eye
9521,Electroretinogram [ERG]
9602,Insertion of oropharyngeal airway
9603,Insertion of esophageal obturator airway
9607,Insertion of other (NASO-)gastric tube
9608,Insertion of (NASO-)intestinal tube
962,Nonoperative dilation and manipulation
9631,Gastric cooling
9637,Proctoclysis
9670,Continuous invasive mechanical ventilation of unspecified duration
9723,Replacement of tracheostomy tube
9734,Removal of dental packing
9739,Removal of other therapeutic device from head and neck
9753,Removal of tube from large intestine or appendix
9779,Removal of other device from genital tract
9084,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, parasitology"
9132,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, culture"
9146,"Microscopic examination of specimen from female genital tract, cell block and papanicolaou smear"
9151,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, bacterial smear"
9175,"Microscopic examination of specimen from operative wound, toxicology"
918,Microscopic examination of specimen from other site
9218,Total body scan
9225,Teleradiotherapy using electrons
9226,Teleradiotherapy of other particulate radiation
9233,Particulate radiosurgery
9318,Breathing exercise
9354,Application of splint
7591,Evacuation of obstetrical incisional hematoma of perineum
767,Reduction of facial fracture
7678,Other closed reduction of facial fracture
7701,"Sequestrectomy, scapula, clavicle, and thorax [ribs and sternum]"
771,Other incision of bone without division
7744,"Biopsy of bone, carpals and metacarpals"
7758,"Other excision, fusion and repair of toes"
7800,"Bone graft, unspecified site"
7806,"Bone graft, patella"
7834,"Limb lengthening procedures, carpals and metacarpals"
7869,"Removal of implanted devices from bone, other bones"
7876,"Osteoclasis, patella"
9035,"Microscopic examination of specimen from ear, nose, throat, and larynx, toxicology"
904,"""microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum"""
91,Microscopic examination-ii
913,"""microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen"""
9136,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, cell block and papanicolaou smear"
9144,"Microscopic examination of specimen from female genital tract, parasitology"
916,Microscopic examination of specimen from skin and other integument
9161,"Microscopic examination of specimen from skin and other integument, bacterial smear"
9164,"Microscopic examination of specimen from skin and other integument, parasitology"
9186,"Microscopic examination of specimen from other site, cell block and papanicolaou smear"
9202,Liver scan and radioisotope function study
9222,Orthovoltage radiation
9322,Ambulation and gait training
9352,Application of neck support
9361,Osteopathic manipulative treatment for general mobilization
9389,"Rehabilitation, not elsewhere classified"
9393,Nonmechanical methods of resuscitation
9397,Decompression chamber
94,Procedures related to the psyche
9424,Chemical shock therapy
9436,Play psychotherapy
9438,Supportive verbal psychotherapy
951,Examinations of form and structure of eye
9526,"Tonography, provocative tests, and other glaucoma testing"
9615,Insertion of vaginal mold
9633,Gastric lavage
9636,Irrigation of gastrostomy or enterostomy
9651,Irrigation of eye
9659,Other irrigation of wound
855,Augmentation mammoplasty
8582,Split-thickness graft to breast
8583,Full-thickness graft to breast
8601,Aspiration of skin and subcutaneous tissue
8665,Heterograft to skin
8672,Advancement of pedicle graft
869,Other operations on skin and subcutaneous tissue
8702,Other contrast radiogram of brain and skull
872,Xray of spine
8744,"Routine chest x-ray, so described"
8753,Intraoperative cholangiogram
8761,Barium swallow
363,Other heart revascularization
3634,Percutaneous transmyocardial revascularization
3691,Repair of aneurysm of coronary vessel
3724,Biopsy of pericardium
3727,Cardiac mapping
3732,Excision of aneurysm of heart
3749,Other repair of heart and pericardium
6261,Suture of laceration of testis
637,Vasectomy and ligation of vas deferens
639,"""other operations on spermatic cord, epididymis, and vas deferens"""
6392,Epididymotomy
640,Circumcision
980,Removal of intraluminal foreign  body from digestive system without incision
9813,Removal of intraluminal foreign body from pharynx without incision
9820,"Removal of foreign body, not otherwise specified"
9919,Injection of anticoagulant
9922,Injection of other anti-infective
9927,Iontophoresis
9986,Non-invasive placement of bone growth stimulator
9988,Therapeutic photopheresis
9996,Collection of sperm for artificial insemination
9461,Alcohol rehabilitation
9533,Dispensing of other low vision aids
9541,Audiometry
9542,Clinical test of hearing
9654,"Dental scaling, polishing, and debridement"
966,Enteral infusion of concentrated nutritional substances
9716,Replacement of wound packing or drain
9721,Replacement of nasal packing
9749,Removal of other device from thorax
9765,Removal of urethral stent
9801,Removal of intraluminal foreign body from mouth without incision
9802,Removal of intraluminal foreign body from esophagus without incision
9811,Removal of intraluminal foreign body from ear without incision
9823,Removal of foreign body from vulva without incision
9905,Transfusion of platelets
9918,Injection or infusion of electrolytes
9945,Vaccination against measles
995,Other vaccination and inoculation
9960,"Cardiopulmonary resuscitation, not otherwise specified"
9962,Other electric countershock of heart
9976,Extracorporeal immunoadsorption
8764,Lower gi series
8794,Contrast vasogram
8821,Skeletal x-ray of shoulder and upper arm
8823,Skeletal x-ray of wrist and hand
885,Angiocardiography using contrast material
8875,Diagnostic ultrasound of urinary system
898,Autopsy
9002,"Microscopic examination of specimen from nervous system and of spinal fluid, culture"
9011,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, bacterial smear"
9019,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, other microscopic examination"
9023,"Microscopic examination of specimen from eye, culture and sensitivity"
9055,"Microscopic examination of blood, toxicology"
9064,"Microscopic examination of specimen from spleen and of bone marrow, parasitology"
9099,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, other microscopic examination"
9124,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, parasitology"
9413,Psychiatric commitment evaluation
942,Psychiatric somatotherapy
9422,Lithium therapy
9451,Referral for psychotherapy
9452,Referral for psychiatric aftercare
9455,Referral for vocational rehabilitation
946,Alcohol and drug rehabilitation and detoxification
9503,Extended ophthalmologic work-up
9536,Ophthalmologic counseling and instruction
788,"""diagnostic procedures on bone, not elsewhere classified"""
7880,"Diagnostic procedures on bone, not elsewhere classified, unspecified site"
789,Insertion of bone growth stimulator
7899,"Insertion of bone growth stimulator, other bones"
7901,"Closed reduction of fracture without internal fixation, humerus"
7907,"Closed reduction of fracture without internal fixation, tarsals and metatarsals"
7913,"Closed reduction of fracture with internal fixation, carpals and metacarpals"
7919,"Closed reduction of fracture with internal fixation, other specified bone"
7928,"Open reduction of fracture without internal fixation, phalanges of foot"
7929,"Open reduction of fracture without internal fixation, other specified bone"
7932,"Open reduction of fracture with internal fixation, radius and ulna"
7979,Closed reduction of dislocation of other specified sites
7984,Open reduction of dislocation of hand and finger
8003,"Arthrotomy for removal of prosthesis without replacement, wrist"
6524,Laparoscopic wedge resection of ovary
9714,Replacement of other device for musculoskeletal immobilization
972,Other nonoperative replacement
9741,Removal of thoracotomy tube or pleural cavity drain
9752,Removal of tube from small intestine
981,Removal of intraluminal foreign body from other sites without incision
9822,Removal of other foreign body without incision from head and neck
9828,Removal of foreign body from foot without incision
992,Injection or infusion of other therapeutic or prophylactic substance
9937,Vaccination against pertussis
9956,Administration of tetanus antitoxin
996,Conversion of cardiac rhythm
9961,Atrial cardioversion
3781,"Initial insertion of single-chamber device, not specified as rate responsive"
3791,Open chest cardiac massage
3812,"Endarterectomy, other vessels of head and neck"
3830,"Resection of vessel with anastomosis, unspecified site"
3842,"Resection of vessel with replacement, other vessels of head and neck"
388,Other surgical occlusion of vessels
9193,"Microscopic examination of specimen from unspecified site, culture and sensitivity"
933,Other physical therapy therapeutic procedures
9335,Other heat therapy
9362,"Osteopathic manipulative treatment using high-velocity, low-amplitude forces"
9390,Non-invasive mechanical ventilation
944,Other psychotherapy and counseling
9601,Insertion of nasopharyngeal airway
9701,Replacement of (NASO-)gastric or esophagostomy tube
9705,Replacement of stent (TUBE) in biliary or pancreatic duct
9726,Replacement of vaginal or vulvar packing or drain
9764,Removal of other urinary drainage device
9818,Removal of intraluminal foreign body from artificial stoma without incision
9859,Extracorporeal shockwave lithotripsy of other sites
9953,Prophylactic vaccination against arthropod-borne viral encephalitis
9958,Administration of other antitoxins
6539,Other unilateral oophorectomy
6541,Laparoscopic unilateral salpingo-oophorectomy
6574,Laparoscopic simple suture of ovary
6592,Transplantation of ovary
6622,Bilateral endoscopic ligation and division of fallopian tubes
6632,Other bilateral ligation and division of fallopian tubes
6672,Salpingo-oophorostomy
8020,"Arthroscopy, unspecified site"
8024,"Arthroscopy, hand and finger"
8059,Other destruction of intervertebral disc
3009,Other excision or destruction of lesion or tissue of larynx
301,Hemilaryngectomy
3957,Repair of blood vessel with synthetic patch graft
3984,Revision of carotid sinus stimulation lead(s) only
3987,Removal of carotid sinus stimulation lead(s) only
3996,Total body perfusion
409,Other operations on lymphatic structures
410,Bone marrow or hematopoietic stem cell transplant
4108,Allogeneic hematopoietic stem cell transplant with purging
4225,Open biopsy of esophagus
4229,Other diagnostic procedures on esophagus
4239,Other destruction of lesion or tissue of esophagus
424,Excision of esophagus
4254,Other intrathoracic esophagoenterostomy
4287,Other graft of esophagus
433,Pyloromyotomy
96,Nonoperative intubation and irrigation
9618,Insertion of other vaginal pessary
9642,Irrigation of pancreatic tube
9715,Replacement of wound catheter
9763,Removal of cystostomy tube
9773,Removal of vaginal diaphragm
9787,Removal of other device from trunk
8072,"Synovectomy, elbow"
8088,"Other local excision or destruction of lesion of joint, foot and toe"
8102,"Other cervical fusion of the anterior column, anterior technique"
8107,"Lumbar and lumbosacral fusion of the posterior column, posterior technique"
8171,Arthroplasty of metacarpophalangeal and interphalangeal joint with implant
8195,Suture of capsule or ligament of other lower extremity
8198,Other diagnostic procedures on joint structures
8233,Other tenonectomy of hand
8244,Other suture of flexor tendon of hand
8271,Tendon pulley reconstruction of hand
8279,Plastic operation on hand with other graft or implant
8282,Repair of cleft hand
8292,Aspiration of bursa of hand
8309,Other incision of soft tissue
8311,Achillotenotomy
9993,Rectal massage (for levator spasm)
6691,Aspiration of fallopian tube
6733,Destruction of lesion of cervix by cryosurgery
6761,Suture of laceration of cervix
68,Other incision and excision of uterus
6816,Closed biopsy of uterus
6849,Other and unspecified total abdominal hysterectomy
6851,Laparoscopically assisted vaginal hysterectomy (LAVH)
6919,Other excision or destruction of uterus and supporting structures
316,Repair of larynx
3172,Closure of external fistula of trachea
3175,Reconstruction of trachea and construction of artificial larynx
3191,Division of laryngeal nerve
3192,Lysis of adhesions of trachea or larynx
3209,Other local excision or destruction of lesion or tissue of bronchus
324,Lobectomy of lung
334,Repair and plastic operation on lung and bronchus
336,Combined heart-lung transplantation
438,Other partial gastrectomy
44,Other operations on stomach
4403,Other selective vagotomy
441,Diagnostic procedures on stomach
442,Pyloroplasty
4438,Laparoscopic gastroenterostomy
4467,Laparoscopic procedures for creation of esophagogastric sphincteric competence
4469,Other repair of stomach
4497,Laparoscopic removal of gastric restrictive device(s)
4500,"Incision of intestine, not otherwise specified"
4541,Excision of lesion or tissue of large intestine
4583,Other and unspecified total intra-abdominal colectomy
4681,Intra-abdominal manipulation of small intestine
4695,Local perfusion of small intestine
4711,Laparoscopic incidental appendectomy
48,"""operations on rectum, rectosigmoid and perirectal tissue"""
4842,Laparoscopic pull-through resection of rectum
9825,"Removal of other foreign body without incision from trunk except scrotum, penis, or vulva"
9916,Injection of antidote
9928,Injection or infusion of biological response modifier [BRM] as an antineoplastic agent
9944,Vaccination against rabies
9948,Administration of measles-mumps-rubella vaccine
9963,Closed chest cardiac massage
9975,Administration of neuroprotective agent
9985,Hyperthermia for treatment of cancer
999,Other miscellaneous procedures
9991,Acupuncture for anesthesia
9994,Prostatic massage
8314,Fasciotomy
833,"""excision of lesion of muscle, tendon, fascia, and bursa"""
835,Bursectomy
8364,Other suture of tendon
8379,Other muscle transposition
8399,"Other operations on muscle, tendon, fascia, and bursa"
84,Other procedures on musculoskeletal system
8400,"Upper limb amputation, not otherwise specified"
8411,Amputation of toe
8413,Disarticulation of ankle
843,Revision of amputation stump
8444,Implantation of prosthetic device of arm
8471,"Application of external fixator device, monoplanar system"
85,Operations on  the breast
693,Paracervical uterine denervation
695,Aspiration curettage of uterus
6959,Other aspiration curettage of uterus
7050,Repair of cystocele and rectocele
7053,Repair of cystocele and rectocele with graft or prosthesis
7076,Hymenorrhaphy
7124,Excision or other destruction of bartholin's gland (CYST)
3479,Other repair of chest wall
3499,Other operations on thorax
3503,"Closed heart valvotomy, pulmonary valve"
3570,Other and unspecified repair of unspecified septal defect of heart
3614,(AORTO)coronary bypass of four or more coronary arteries
4872,Closure of proctostomy
4904,Other excision of perianal tissue
491,Incision or excision of anal fistula
4922,Biopsy of perianal tissue
4923,Biopsy of anus
4929,Other diagnostic procedures on anus and perianal tissue
4946,Excision of hemorrhoids
4979,Other repair of anal sphincter
501,Diagnostic procedures on liver
5092,Extracorporeal hepatic assistance
517,Repair of bile ducts
5199,Other operations on biliary tract
528,Transplant of pancreas
5310,"Bilateral repair of inguinal hernia, not otherwise specified"
5313,"Other and open bilateral repair of inguinal hernia, one direct and one indirect"
5316,"Other and open bilateral repair of inguinal hernia, one direct and one indirect, with graft or prosthesis"
5343,Other laparoscopic umbilical herniorrhaphy
547,Other repair of abdominal wall and peritoneum
5497,Injection of locally-acting therapeutic substance into peritoneal cavity
550,Nephrotomy and nephrostomy
5512,Pyelostomy
556,Transplant of kidney
5591,Decapsulation of kidney
566,Other external urinary diversion
5683,Closure of ureterostomy
5684,Closure of other fistula of ureter
571,Cystotomy and cystostomy
5722,Revision or closure of vesicostomy
5759,Open excision or destruction of other lesion or tissue of bladder
5787,Reconstruction of urinary bladder
5791,Sphincterotomy of bladder
8535,Bilateral subcutaneous mammectomy with synchronous implant
8541,Unilateral simple mastectomy
8547,Unilateral extended radical mastectomy
8555,Fat graft to breast
8622,"Excisional debridement of wound, infection, or burn"
865,Suture or other closure of skin and subcutaneous tissue
8667,Dermal regenerative graft
8704,Other tomography of head
8729,Other x-ray of spine
8749,Other chest x-ray
8751,Percutaneous hepatic cholangiogram
8752,Intravenous cholangiogram
8754,Other cholangiogram
72,"""forceps, vacuum, and breech delivery"""
7231,High forceps operation with episiotomy
7322,Internal and combined version with extraction
734,Medical induction of labor
372,Diagnostic procedures on heart and pericardium
3760,Implantation or insertion of biventricular external heart assist system
3777,Removal of lead(s) [ELECTRODE] without replacement
3778,Insertion of temporary transvenous pacemaker system
3782,"Initial insertion of single-chamber device, rate responsive"
3796,Implantation of automatic cardioverter/defibrillator pulse generator only
3807,"Incision of vessel, abdominal veins"
3809,"Incision of vessel, lower limb veins"
5839,Other local excision or destruction of lesion or tissue of urethra
5841,Suture of laceration of urethra
6011,Closed [PERCUTANEOUS] [NEEDLE] biopsy of prostate
6069,Other prostatectomy
6082,Excision of periprostatic tissue
613,Excision or destruction of lesion or tissue of scrotum
626,Repair of testes
630,"""diagnostic procedures on spermatic cord, epididymis, and vas deferens"""
8766,Contrast pancreatogram
8799,Other x-ray of male genital organs
8813,Other peritoneal pneumogram
8815,Retroperitoneal pneumogram
8831,Skeletal series
8833,Other skeletal x-ray
8847,Arteriography of other intra-abdominal arteries
8853,Angiocardiography of left heart structures
8855,Coronary arteriography using a single catheter
887,Diagnostic ultrasound
888,Thermography
8894,Magnetic resonance imaging of musculoskeletal
89,"""interview, evaluation, consultation, and examination"""
8903,"Interview and evaluation, described as comprehensive"
8918,Other sleep disorder function tests
8938,Other nonoperative respiratory measurements
8939,Other nonoperative measurements and examinations
8951,Rhythm electrocardiogram
8964,Pulmonary artery wedge monitoring
8965,Measurement of systemic arterial blood gases
8969,Monitoring of coronary blood flow
9009,"Microscopic examination of specimen from nervous system and of spinal fluid, other microscopic examination"
9049,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, other microscopic examination"
741,Low cervical cesarean section
7551,Repair of current obstetric laceration of cervix
7641,Total mandibulectomy with synchronous reconstruction
7665,Segmental osteoplasty [OSTEOTOMY] of maxilla
7676,Open reduction of mandibular fracture
3815,"Endarterectomy, other thoracic vessels"
3818,"Endarterectomy, lower limb arteries"
3822,Percutaneous angioscopy
3843,"Resection of vessel with replacement, upper limb vessels"
3922,Aorta-subclavian-carotid bypass
3943,Removal of arteriovenous shunt for renal dialysis
3964,Intraoperative cardiac pacemaker
402,Simple excision of lymphatic structure
404,Radical excision of cervical lymph nodes
4100,"Bone marrow transplant, not otherwise specified"
413,Diagnostic procedures on bone marrow and spleen
4132,Closed [ASPIRATION] [PERCUTANEOUS] biopsy of spleen
4133,Open biopsy of spleen
414,Excision or destruction of lesion or tissue of spleen
6372,Ligation of spermatic cord
6395,Insertion of valve in vas deferens
642,Local excision or destruction of lesion of penis
651,Diagnostic procedures on ovaries
906,Microscopic examination of specimen from spleen and of bone marrow
9061,"Microscopic examination of specimen from spleen and of bone marrow, bacterial smear"
9072,"Microscopic examination of specimen from lymph node and of lymph, culture"
9073,"Microscopic examination of specimen from lymph node and of lymph, culture and sensitivity"
9085,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, toxicology"
9086,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, cell block and papanicolaou smear"
910,"""microscopic examination of specimen from liver, biliary tract, and pancreas"""
9111,"Microscopic examination of peritoneal and retroperitoneal specimen, bacterial smear"
9116,"Microscopic examination of peritoneal and retroperitoneal specimen, cell block and papanicolaou smear"
9123,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, culture and sensitivity"
9141,"Microscopic examination of specimen from female genital tract, bacterial smear"
9176,"Microscopic examination of specimen from operative wound, cell block and papanicolaou smear"
9220,Infusion of liquid brachytherapy radioisotope
9239,"Stereotactic radiosurgery, not elsewhere classified"
924,Intra-operative radiation procedures
7693,Closed reduction of temporomandibular dislocation
7697,Removal of internal fixation device from facial bone
7731,"Other division of bone, scapula, clavicle, and thorax [ribs and sternum]"
7734,"Other division of bone, carpals and metacarpals"
7740,"Biopsy of bone, unspecified site"
7763,"Local excision of lesion or tissue of bone, radius and ulna"
7785,"Other partial ostectomy, femur"
7846,"Other repair or plastic operations on bone, patella"
7852,"Internal fixation of bone without fracture reduction, humerus"
7855,"Internal fixation of bone without fracture reduction, femur"
7858,"Internal fixation of bone without fracture reduction, tarsals and metatarsals"
7864,"Removal of implanted devices from bone, carpals and metacarpals"
7867,"Removal of implanted devices from bone, tibia and fibula"
7868,"Removal of implanted devices from bone, tarsals and metatarsals"
4199,Other operations on spleen
4201,Incision of esophageal web
4251,Intrathoracic esophagoesophagostomy
434,Local excision or destruction of lesion or tissue of stomach
4399,Other total gastrectomy
4466,Other procedures for creation of esophagogastric sphincteric competence
45,"""incision, excision, and anastomosis of intestine"""
4511,Transabdominal endoscopy of small intestine
4519,Other diagnostic procedures on small intestine
4532,Other destruction of lesion of duodenum
4533,"Local excision of lesion or tissue of small intestine, except duodenum"
6522,Wedge resection of ovary
6552,Other removal of remaining ovary
6594,Ovarian denervation
6619,Other diagnostic procedures on fallopian tubes
931,Physical therapy exercises
9313,Resistive exercise
9333,Other hydrotherapy
9367,Other specified osteopathic manipulative treatment
9375,Other speech training and therapy
9382,Educational therapy
9443,Psychodrama
9446,Alcoholism counseling
7885,"Diagnostic procedures on bone, not elsewhere classified, femur"
7906,"Closed reduction of fracture without internal fixation, tibia and fibula"
792,Open reduction of fracture without internal fixation
7927,"Open reduction of fracture without internal fixation, tarsals and metatarsals"
7950,"Open reduction of separated epiphysis, unspecified site"
7960,"Debridement of open fracture, unspecified site"
798,Open reduction of dislocation
7988,Open reduction of dislocation of foot and toe
