ICD9Code,ShortDescription
V442,Ileostomy status
V4500,Unspecified cardiac device in situ
V454,Arthrodesis status
V4573,Acquired absence of kidney
V4575,"Acquired absence of organ, stomach"
V458,Other postprocedural status
V4614,Mechanical complication of respirator [VENTILATOR]
V475,Other genital problems
V496,Upper limb amputation status
V4966,Above elbow amputation status
V4987,Physical restraints status
V5042,Prophylactic ovary removal
V5414,"Aftercare for healing traumatic fracture of leg, unspecified"
V5416,Aftercare for healing traumatic fracture of lower leg
V5423,Aftercare for healing pathologic fracture of hip
V5482,Aftercare following explantation of joint prosthesis
V5872,"Aftercare following surgery of the nervous system, nec"
V589,Unspecified aftercare
V599,Donors of unspecified organ or tissue
V600,Lack of housing
V609,Unspecified housing or economic circumstance
V612,Parent-child problems
V6129,Other parent-child problems
V617,Other unwanted pregnancy
V624,Social maladjustment
V6409,Vaccination not carried out for other reason
V65,Other persons seeking consultation
V681,Issue of repeat prescriptions
V694,Lack of adequate sleep
V71,Observation and evaluation for suspected conditions not found
V714,Observation following other accident
V7212,Encounter for hearing conservation and treatment
V730,Screening examination for poliomyelitis
V758,Screening examination for other specified parasitic infections
9412,Blisters with epidermal loss due to burn (second degree) of face head and neck
94121,"Blisters, epidermal loss [second degree] of ear [any part]"
94123,"Blisters, epidermal loss [second degree] of lip(s)"
9414,Deep necrosis of underlying tissues due to burn (deep third degree) of face head and neck without mention of loss of a body part
94203,Burn of unspecified degree of abdominal wall
94205,Burn of unspecified degree of genitalia
94213,Erythema [first degree] of abdominal wall
94243,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of abdominal wall"
94325,"Blisters, epidermal loss [second degree] of shoulder"
94342,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of elbow"
94359,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of multiple sites of upper limb, except wrist and hand"
94437,"Full-thickness skin loss [third degree, not otherwise specified] of wrist"
94451,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of single digit [finger (NAIL)] other than thumb"
94453,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of two or more digits of hand, not including thumb"
94545,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of knee"
94555,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of knee"
9478,Burn of other specified sites of internal organs
94811,"Burn [any degree] involving 10-19 percent of body surface with third degree burn, 10-19%"
94820,"Burn [any degree] involving 20-29 percent of body surface with third degree burn, less than 10 percent or unspecified"
94876,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 60-69%"
94891,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, 10-19%"
951,Injury to other cranial nerve(s)
9516,Injury to accessory nerve
9519,Injury to unspecified cranial nerve
9529,Unspecified site of spinal cord injury without evidence of spinal bone injury
9532,Injury to lumbar nerve root
9540,"Injury to cervical sympathetic nerve, excluding shoulder and pelvic girdles"
7879,Other symptoms involving digestive system
78820,"Retention of urine, unspecified"
7888,Extravasation of urine
78906,"Abdominal pain, epigastric"
7892,Splenomegaly
78936,"Abdominal or pelvic swelling, mass, or lump, epigastric"
78947,"Abdominal rigidity, generalized"
78959,Other ascites
78969,"Abdominal tenderness, other specified site"
79021,Impaired fasting glucose
7933,Nonspecific (ABNORMAL) findings on radiological and other examination of biliary tract
7937,Nonspecific (ABNORMAL) findings on radiological and other examination of musculoskeletal system
79402,Nonspecific abnormal electroencephalogram [EEG]
79413,Nonspecific abnormal visually evoked potential
79431,Nonspecific abnormal electrocardiogram [ECG] [EKG]
7950,Abnormal papanicolaou smear of cervix and cervical hpv
79674,Papanicolaou smear of anus with high grade squamous intraepithelial lesion (HGSIL)
7980,Sudden infant death syndrome
79953,Visuospatial deficit
79955,Frontal lobe and executive function deficit
7999,Other unknown and unspecified cause of morbidity and mortality
80052,"Open fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness"
80073,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
80092,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness"
V0269,Other viral hepatitis carrier
V027,Carrier or suspected carrier of gonorrhea
V038,Need for other specified vaccinations against single bacterial diseases
V0481,Need for prophylactic vaccination and inoculation against influenza
V058,Need for prophylactic vaccination and inoculation against other specified disease
V060,Need for prophylactic vaccination and inoculation against cholera with typhoid-paratyphoid [cholera + tab]
V079,Unspecified prophylactic or treatment measure
V09,Infection with drug-resistant microorganisms
V091,Infection with microorganisms resistant to cephalosporins and other b-lactam antibiotics
V102,Personal history of malignant neoplasm of other respiratory and intrathoracic organs
V1021,Personal history of malignant neoplasm of larynx
V1062,Personal history of myeloid leukemia
V1221,Personal history of gestational diabetes
V1255,Personal history of pulmonary embolism
V126,Personal history of diseases of respiratory system
V1321,Personal history of pre-term labor
V1367,Personal history of (CORRECTED) congenital malformations of digestive system
V142,Personal history of allergy to sulfonamides
V143,Personal history of allergy to other anti-infective agent
V147,Personal history of allergy to serum or vaccine
V149,Personal history of allergy to unspecified medicinal agent
V151,"Personal history of surgery to heart and great vessels, presenting hazards to health"
V1559,Personal history of other injury
V1584,Personal history of contact with and (SUSPECTED) exposure to asbestos
V1587,History of extracorporeal membrane oxygenation (ECMO)
V1741,Family history of sudden cardiac death (SCD)
V2389,Supervision of other high-risk pregnancy
V2512,Encounter for removal of intrauterine contraceptive device
V2542,Surveillance of intrauterine contraceptive device
V255,Insertion of implantable subdermal contraceptive
V258,Other specified contraceptive management
V2629,Other investigation and testing
V2633,Genetic counseling
V280,Antenatal screening for chromosomal anomalies by amniocentesis
V2889,Other specified antenatal screening
V299,Observation for unspecified suspected conditions
V3200,"Twin birth, mate stillborn, born in hospital, delivered without mention of cesarean section"
V391,"Liveborn, unspecified whether single, twin or multiple, born before admission to hospital"
64133,"Antepartum hemorrhage associated with coagulation defects, antepartum condition or complication"
64210,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable"
64252,"Severe pre-eclampsia, delivered, with mention of postpartum complication"
64270,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, unspecified as to episode of care or not applicable"
64413,"Other threatened labor, antepartum condition or complication"
64513,"Post term pregnancy, antepartum condition or complication"
6461,Edema or excessive weight gain in pregnancy without mention of hypertension
64612,"Edema or excessive weight gain in pregnancy, without mention of hypertension, delivered, with mention of postpartum complication"
64613,"Edema or excessive weight gain in pregnancy, without mention of hypertension, antepartum condition or complication"
64650,"Asymptomatic bacteriuria in pregnancy, unspecified as to episode of care or not applicable"
64653,"Asymptomatic bacteriuria in pregnancy, antepartum condition or complication"
64663,"Infections of genitourinary tract in pregnancy, antepartum condition or complication"
64684,"Other specified complications of pregnancy, postpartum condition or complication"
64700,"Syphilis of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
6472,Other venereal diseases complicating pregnancy childbirth or the puerperium
64733,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
64851,"Congenital cardiovascular disorders of mother, delivered, with or without mention of antepartum condition"
64852,"Congenital cardiovascular disorders of mother, delivered, with mention of postpartum complication"
64881,"Abnormal glucose tolerance of mother, delivered, with or without mention of antepartum condition"
649,Other conditions or status of the mother complicating pregnancy childbirth or the puerperium
64931,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
6495,Spotting complicating pregnancy
64970,"Cervical shortening, unspecified as to episode of care or not applicable"
650,Normal delivery
65123,"Quadruplet pregnancy, antepartum condition or complication"
6514,Triplet pregnancy with fetal loss and retention of one or more fetus(ES))
6520,Unstable lie of fetus
65270,"Prolapsed arm of fetus, unspecified as to episode of care or not applicable"
65300,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65361,"Hydrocephalic fetus causing disproportion, delivered, with or without mention of antepartum condition"
6537,Other fetal abnormality causing disproportion
65370,"Other fetal abnormality causing disproportion, unspecified as to episode of care or not applicable"
96904,Poisoning by tetracyclic antidepressants
9708,Poisoning by other specified central nervous system stimulants
9710,Poisoning by parasympathomimetics (CHOLINERGICS)
9735,Poisoning by antidiarrheal drugs
9742,Poisoning by carbonic acid anhydrase inhibitors
9796,Poisoning by other and unspecified viral and rickettsial vaccines
9808,Toxic effect of other specified alcohols
9841,Toxic effect of organic lead compounds
9850,Toxic effect of mercury and its compounds
9853,Toxic effect of beryllium and its compounds
986,Toxic effect of carbon monoxide
9872,Toxic effect of nitrogen oxides
989,Toxic effect of other substances chiefly nonmedicinal as to source
991,Effects of reduced temperature
9913,Frostbite of other and unspecified sites
993,Effects of air pressure
9952,Other and unspecified adverse effect of drug medicinal and biological substance
99580,"Adult maltreatment, unspecified"
99643,Broken prosthetic joint implant
9966,Infection and inflammatory reaction due to internal prosthetic device implant and graft
99660,"Infection and inflammatory reaction due to unspecified device, implant, and graft"
99673,"Other complications due to renal dialysis device, implant, and graft"
99685,Complications of transplanted bone marrow
99691,Complications of reattached forearm
9973,Respiratory complications not elsewhere classified
99731,Ventilator associated pneumonia
99761,Neuroma of amputation stump
3756,Other changes of lacrimal passages
37589,Other disorders of lacrimal system
37604,Orbital tenonitis
37631,Constant exophthalmos
3764,Deformity of orbit
3766,Retained (OLD) foreign body following penetrating wound of orbit
37702,Papilledema associated with decreased ocular pressure
3773,Optic neuritis
37742,Hemorrhage in optic nerve sheaths
37754,Disorders of optic chiasm associated with inflammatory disorders
37802,Monocular esotropia with a pattern
37922,Crystalline deposits in vitreous
37925,Vitreous membranes and strands
3793,Aphakia and other disorders of lens
37934,Posterior dislocation of lens
3794,Anomalies of pupillary function
37952,Latent nystagmus
3798,Other specified disorders of eye and adnexa
3802,Other otitis externa
38021,Cholesteatoma of external ear
38052,Acquired stenosis of external ear canal secondary to surgery
38181,Dysfunction of eustachian tube
38201,Acute suppurative otitis media with spontaneous rupture of eardrum
3823,Unspecified chronic suppurative otitis media
38389,Other disorders of mastoid
38481,Atrophic flaccid tympanic membrane
38530,"Cholesteatoma, unspecified"
38531,Cholesteatoma of attic
38633,Suppurative labyrinthitis
3864,Labyrinthine fistula
38802,Transient ischemic deafness
38812,Noise-induced hearing loss
3887,Otalgia
38871,Otogenic pain
38872,Referred otogenic pain
3911,Acute rheumatic endocarditis
E9932,Injury due to war operations by mortar
E9938,Injury due to war operations by other specified explosion
E9979,Injury due to unspecified form of unconventional warfare
E9991,Late effect of injury due to terrorism
V0251,Carrier or suspected carrier of group b streptococcus
V046,Need for prophylactic vaccination and inoculation against mumps alone
V063,Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with poliomyelitis [dtp + polio]
V0751,Use of selective estrogen receptor modulators (SERMS)
V092,Infection with microorganisms resistant to macrolides
V1005,Personal history of malignant neoplasm of large intestine
V1040,"Personal history of malignant neoplasm of female genital organ, unspecified"
V1086,Personal history of malignant neoplasm of other parts of nervous system
V1241,Personal history of benign neoplasm of the brain
V1270,Personal history of unspecified digestive disease
V1279,Personal history of other diseases of digestive system
V130,Personal history of disorders of the urinary system
V1323,Personal history of vaginal dysplasia
V1363,Personal history of (CORRECTED) congenital malformations of nervous system
V1368,"Personal history of (CORRECTED) congenital malformations of integument, limbs, and musculoskeletal systems"
V1553,Personal history of retained foreign body fully removed
V170,Family history of psychiatric condition
V185,Family history of digestive disorders
V1859,Family history of other digestive disorders
V1869,Family history of other kidney diseases
V188,Family history of infectious and parasitic diseases
V192,Family history of deafness or hearing loss
V2031,Health supervision for newborn under 8 days old
V2135,"Low birth weight status, 2000-2500 grams"
V218,Other specified constitutional states in development
V2342,Pregnancy with history of ectopic pregnancy
V2384,Supervision of high-risk pregnancy with young multigravida
V24,Postpartum care and examination
V2631,Testing of female for genetic disease carrier status
V2649,Other procreative management counseling and advice
V2682,Encounter for fertility preservation procedure
V274,"Outcome of delivery, twins, both stillborn"
V288,Other specified antenatal screening
V293,Observation for suspected genetic or metabolic condition
E0079,Other activity involving other sports and athletes played as a team or group
E010,Activities involving other muscle strengthening exercise
E0119,Other activity involving computer technology and electronic devices
E0121,Activities involving sewing
E0131,Activities involving laundry
E0141,Caregiving involving lifting
E0180,Activities involving piano playing
E8042,"Fall in, on, or from railway train injuring pedestrian"
E8048,"Fall in, on, or from railway train injuring other specified person"
E8050,Railway employee hit by rolling stock
E813,Motor vehicle traffic accident involving collision with other vehicle
E8131,Motor vehicle traffic accident involving collision with other vehicle injuring passenger in motor vehicle other than motorcycle
E8134,Motor vehicle traffic accident involving collision with other vehicle injuring occupant of streetcar
E8152,Other motor vehicle traffic accident involving collision on the highway injuring motorcyclist
E816,Motor vehicle traffic accident due to loss of control without collision on the highway
E8201,Nontraffic accident involving motor-driven snow vehicle injuring passenger in motor vehicle other than motorcycle
E8202,Nontraffic accident involving motor-driven snow vehicle injuring motorcyclist
E8235,Other motor vehicle nontraffic accident involving collision with stationary object injuring rider of animal; occupant of animal-drawn vehicle
E8244,Other motor vehicle nontraffic accident while boarding and alighting injuring occupant of streetcar
E8312,Accident to watercraft causing other injury to occupant of other watercraft -- crew
E8325,Other accidental submersion or drowning in water transport accident injuring swimmer
E8349,Other fall from one level to another in water transport injuring unspecified person
E835,Other and unspecified fall in water transport
E8361,"Machinery accident in water transport injuring occupant of small boat, powered"
E8364,Machinery accident in water transport injuring water skier
E8373,"Explosion, fire, or burning in watercraft injuring occupant of other watercraft -- other than crew"
E8376,"Explosion, fire, or burning in watercraft injuring dockers, stevedores"
E8404,Accident to powered aircraft at takeoff or landing injuring occupant of commercial aircraft (POWERED) in surface to air transport
E8410,"Accident to powered aircraft, other and unspecified, injuring occupant of spacecraft"
E8429,Accident to unpowered aircraft injuring other person
E8435,"Fall in, on, or from aircraft injuring occupant of other powered aircraft"
E8438,"Fall in, on, or from aircraft injuring ground crew, airline employee"
E8440,Other specified air transport accidents injuring occupant of spacecraft
E8445,Other specified air transport accidents injuring occupant of other powered aircraft
E0095,Activity involving grass drills
E0149,Other activity involving person providing caregiving
E016,Activities involving property and land maintenance building and construction
E8010,Railway accident involving collision with other object and injuring railway employee
E8013,Railway accident involving collision with other object and injuring pedal cyclist
E8106,Motor vehicle traffic accident involving collision with train injuring pedal cyclist
E8110,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring driver of motor vehicle other than motorcycle
E8140,Motor vehicle traffic accident involving collision with pedestrian injuring driver of motor vehicle other than motorcycle
E8149,Motor vehicle traffic accident involving collision with pedestrian injuring unspecified person
E8153,Other motor vehicle traffic accident involving collision on the highway injuring passenger on motorcycle
E8177,Noncollision motor vehicle traffic accident while boarding or alighting injuring pedestrian
E8187,Other noncollision motor vehicle traffic accident injuring pedestrian
E8194,Motor vehicle traffic accident of unspecified nature injuring occupant of streetcar
E8215,Nontraffic accident involving other off-road motor vehicle injuring rider of animal; occupant of animal-drawn vehicle
E8246,Other motor vehicle nontraffic accident while boarding and alighting injuring pedal cyclist
E827,Animal-drawn vehicle accident
E8309,Accident to watercraft causing submersion injuring unspecified person
E8324,Other accidental submersion or drowning in water transport accident injuring water skier
E8340,"Other fall from one level to another in water transport injuring occupant of small boat, unpowered"
E8353,Other and unspecified fall in water transport injuring occupant of other watercraft -- other than crew
E8405,Accident to powered aircraft at takeoff or landing injuring occupant of other powered aircraft
E8407,Accident to powered aircraft at takeoff or landing injuring parachutist (MILITARY) (OTHER)
E8409,Accident to powered aircraft at takeoff or landing injuring other person
E8509,Accidental poisoning by unspecified analgesic or antipyretic
E855,Accidental poisoning by other drugs acting on central and autonomic nervous system
E8553,Accidental poisoning by parasympathomimetics [CHOLINERGICS]
E860,Accidental poisoning by alcohol not elsewhere classified
E8600,Accidental poisoning by alcoholic beverages
E869,Accidental poisoning by other gases and vapors
E8718,Foreign object left in body during other specified procedures
E872,Failure of sterile precautions during procedure
E8734,Failure in dosage in electroshock or insulin-shock therapy
E8736,Nonadministration of necessary drug or medicinal substance
E876,Other and unspecified misadventures during medical care
V9122,"Quadruplet gestation, with two or more monoamniotic fetuses"
V9190,"Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs"
92401,Contusion of hip
9261,Crushing injury of other specified sites of trunk
92611,Crushing injury of back
9289,Crushing injury of unspecified site of lower limb
9348,Foreign body in other specified parts bronchus and lung
9349,"Foreign body in respiratory tree, unspecified"
9350,Foreign body in mouth
9352,Foreign body in stomach
936,Foreign body in intestine and colon
939,Foreign body in genitourinary tract
9390,Foreign body in bladder and urethra
9411,Erythema due to burn (first degree) of face head and neck
94115,Erythema [first degree] of nose (SEPTUM)
94119,"Erythema [first degree] of multiple sites [except with eye] of face, head, and neck"
9415,Deep necrosis of underlying tissues due to burn (deep third degree) of face head and neck with loss of a body part
94158,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of neck"
94223,"Blisters, epidermal loss [second degree] of abdominal wall"
94224,"Blisters, epidermal loss [second degree] of back [any part]"
94233,"Full-thickness skin loss [third degree, not otherwise specified] of abdominal wall"
94319,"Erythema [first degree] of multiple sites of upper limb, except wrist and hand"
94321,"Blisters, epidermal loss [second degree] of forearm"
94343,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of upper arm"
94355,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of shoulder"
94405,Burn of unspecified degree of palm
94412,Erythema [first degree] of thumb (NAIL)
94445,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of palm of hand"
9445,Deep necrosis of underlying tissues due to burn (deep third degree) of wrist(s) and hand(s) with loss of a body part
94503,Burn of unspecified degree of ankle
94524,"Blisters, epidermal loss [second degree] of lower leg"
94535,Full-thickness skin loss [third degree nos] of knee
94543,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of ankle"
95913,Fracture of corpus cavernosum penis
9593,"Elbow, forearm, and wrist injury"
9607,Poisoning by antineoplastic antibiotics
9616,Poisoning by anthelmintics
9632,Poisoning by acidifying agents
9633,Poisoning by alkalizing agents
9651,Poisoning by salicylates
9684,Poisoning by other and unspecified general anesthetics
9686,Poisoning by peripheral nerve- and plexus-blocking anesthetics
9709,Poisoning by unspecified central nervous system stimulant
9757,Poisoning by antiasthmatics
9766,"Poisoning by anti-infectives and other drugs and preparations for ear, nose, and throat"
9767,Poisoning by dental drugs topically applied
9771,Poisoning by lipotropic drugs
9784,Poisoning by tetanus vaccine
9786,"Poisoning by pertussis vaccine, including combinations with a pertussis component"
979,Poisoning by other vaccines and biological substances
9792,Poisoning by typhus vaccine
9823,Toxic effect of other chlorinated hydrocarbon solvents
9882,Toxic effect of berries and other plants eaten as food
9889,Toxic effect of unspecified noxious substance eaten as food
990,"Effects of radiation, unspecified"
99554,Child physical abuse
99560,Anaphylactic reaction due to unspecified food
99591,Sepsis
99630,"Mechanical complication of unspecified genitourinary device, implant, and graft"
99656,Mechanical complication due to peritoneal dialysis catheter
99661,"Infection and inflammatory reaction due to cardiac device, implant, and graft"
99668,Infection and inflammatory reaction due to peritoneal dialysis catheter
99674,"Other complications due to other vascular device, implant, and graft"
V762,Screening for malignant neoplasms of cervix
V78,Special screening for disorders of blood and blood-forming organs
V803,Screening for ear diseases
V828,Special screening for other specified conditions
V8481,Genetic susceptibility to multiple endocrine neoplasia [MEN]
V8744,Personal history of inhaled steroid therapy
V8822,Acquired absence of knee joint
V8829,Acquired absence of other joint
V890,Suspected maternal and fetal conditions not found
V9089,Other specified retained foreign body
V9121,"Quadruplet gestation, with two or more monochorionic fetuses"
65373,"Other fetal abnormality causing disproportion, antepartum condition or complication"
654,Abnormality of organs and soft tissues of pelvis
65433,"Retroverted and incarcerated gravid uterus, antepartum condition or complication"
65452,"Cervical incompetence, delivered, with mention of postpartum complication"
6554,Suspected damage to fetus from other disease in the mother affecting management of mother
65561,"Suspected damage to fetus from radiation, affecting management of mother, delivered,"
65653,"Poor fetal growth, affecting management of mother, antepartum condition or complication"
65670,"Other placental conditions, affecting management of mother, unspecified as to episode of care or not applicable"
65803,"Oligohydramnios, antepartum condition or complication"
6606,Failed trial of labor unspecified
6612,Other and unspecified uterine inertia
66123,"Other and unspecified uterine inertia, antepartum condition or complication"
66203,"Prolonged first stage of labor, antepartum condition or complication"
66230,"Delayed delivery of second twin, triplet, etc., unspecified as to episode of care or not applicable"
6632,Other and unspecified cord entanglement with compression complicating labor and delivery
66341,"Short cord complicating labor and delivery, delivered, with or without mention of antepartum condition"
66460,"Anal sphincter tear complicating delivery, not associated with third-degree perineal laceration, unspecified as to episode of care or not applicable"
66464,"Anal sphincter tear complicating delivery, not associated with third-degree perineal laceration, postpartum condition or complication"
66522,"Inversion of uterus, delivered, with mention of postpartum complication"
66530,"Laceration of cervix, unspecified as to episode of care or not applicable"
66544,"High vaginal laceration, postpartum condition or complication"
6657,Obstetrical pelvic hematoma
66584,"Other specified obstetrical trauma, postpartum condition or complication"
66620,"Delayed and secondary postpartum hemorrhage, unspecified as to episode of care or not applicable"
667,Retained placenta or membranes without hemorrhage
66800,"Pulmonary complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable"
66880,"Other complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable"
80093,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness"
801,Fracture of base of skull
80116,"Closed fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
80125,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80154,"Open fracture of base of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80180,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
80195,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80199,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified"
80230,"Open fracture of mandible, unspecified site"
8025,Open fracture of malar and maxillary bones
80322,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
80374,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80375,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80393,"Other open skull fracture with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness"
80400,"Closed fractures involving skull or face with other bones, without mention of intracranial injury, unspecified state of consciousness"
80416,"Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
8043,Closed fractures involving skull or face with other bones with other and unspecified intracranial hemorrhage
80472,"Open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
80479,"Open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified"
80480,"Open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
8049,Open fractures involving skull or face with other bones with intracranial injury of other and unspecified nature
80502,Closed fracture of second cervical vertebra
80507,Closed fracture of seventh cervical vertebra
80513,Open fracture of third cervical vertebra
80514,Open fracture of fourth cervical vertebra
8052,Closed fracture of dorsal [THORACIC] vertebra without mention of spinal cord injury
8061,Open fracture of cervical vertebra with spinal cord injury
V4361,Shoulder joint replacement
V470,Deficiencies of internal organs
V4960,Unspecified level upper limb amputation status
V510,Encounter for breast reconstruction following mastectomy
V535,Fitting and adjustment of other gastrointestinal appliance and device
V5359,Fitting and adjustment of other gastrointestinal appliance and device
V541,Aftercare for healing traumatic fracture
V552,Attention to ileostomy
V561,Fitting and adjustment of extracorporeal dialysis catheter
V571,Care involving other physical therapy
V578,Care involving other specified rehabilitation procedure
V5789,Care involving other specified rehabilitation procedure
V580,Encounter for radiotherapy
V582,"Blood transfusion, without reported diagnosis"
V5881,Fitting and adjustment of vascular catheter
V59,Donors
V594,Kidney donors
V596,Liver donors
V601,Inadequate housing
V608,Other specified housing or economic circumstances
V6103,Family disruption due to divorce or legal separation
V6122,Counseling for perpetrator of spousal and partner abuse
V616,Illegitimacy or illegitimate pregnancy
V623,Educational circumstances
V625,Legal circumstances
V640,Vaccination not carried out
V6401,Vaccination not carried out because of acute illness
V6546,Encounter for insulin pump training
V659,Unspecified reason for consultation
V6700,"Follow-up examination, following surgery, unspecified"
V672,"Follow-up examination, following chemotherapy"
V6759,Other follow-up examination
V68,Encounters for administrative purposes
V700,Routine general medical examination at a health care facility
V719,Observation for unspecified suspected condition
V721,Examination of ears and hearing
V7211,Encounter for hearing examination following failed hearing screening
V745,Screening examination for venereal disease
V764,Special screening for malignant neoplasms of other sites
V7644,Screening for malignant neoplasms of prostate
V7651,Special screening for malignant neoplasms of colon
9991,"Air embolism as a complication of medical care, not elsewhere classified"
99933,Local infection due to central venous catheter
99974,Other rh incompatibility reaction
99978,Non-abo incompatibility with delayed hemolytic transfusion reaction
E0022,Activities involving water polo
E0027,"Activities involving surfing, windsurfing and boogie boarding"
E0072,Activities involving rugby
E011,Activities involving computer technology and electronic devices
E0111,Activities involving hand held interactive electronic device
E0191,Activities involving milking an animal
E0299,Other activity
E803,Railway accident involving explosion fire or burning
E8038,"Railway accident involving explosion, fire, or burning injuring other specified person"
E8062,Other specified railway accident injuring pedestrian
E8069,Other specified railway accident injuring unspecified person
E8079,Railway accident of unspecified nature injuring unspecified person
E8132,Motor vehicle traffic accident involving collision with other vehicle injuring motorcyclist
E8137,Motor vehicle traffic accident involving collision with other vehicle injuring pedestrian
E8147,Motor vehicle traffic accident involving collision with pedestrian injuring pedestrian
E8151,Other motor vehicle traffic accident involving collision on the highway injuring passenger in motor vehicle other than motorcycle
E8204,Nontraffic accident involving motor-driven snow vehicle injuring occupant of streetcar
E8243,Other motor vehicle nontraffic accident while boarding and alighting injuring passenger on motorcycle
E8252,Other motor vehicle nontraffic accident of other and unspecified nature injuring motorcyclist
E8304,Accident to watercraft causing submersion injuring water skier
E8339,Fall on stairs or ladders in water transport injuring unspecified person
E8348,Other fall from one level to another in water transport injuring other specified person
E8377,"Explosion, fire, or burning in watercraft, occupant of military watercraft, any type"
E8416,"Accident to powered aircraft, other and unspecified, injuring occupant of unpowered aircraft, except parachutist"
E8417,"Accident to powered aircraft, other and unspecified, injuring parachutist (MILITARY) (OTHER)"
E8439,"Fall in, on, or from aircraft injuring other person"
E8444,Other specified air transport accidents injuring occupant of commercial aircraft (POWERED) in surface to air transport
E852,Accidental poisoning by other sedatives and hypnotics
E8525,"Accidental poisoning by mixed sedatives, not elsewhere classified"
E8603,Accidental poisoning by isopropyl alcohol
E8612,Accidental poisoning by polishes
2790,Deficiency of humoral immunity
2810,Pernicious anemia
28247,Hemoglobin e-beta thalassemia
2826,Sickle-cell disease
2830,Autoimmune hemolytic anemias
28310,"Non-autoimmune hemolytic anemia, unspecified"
288,Diseases of white blood cells
28869,Other elevated white blood cell count
29021,Senile dementia with depressive features
29181,Alcohol withdrawal
29189,Other alcohol-induced mental disorders
29411,Dementia in conditions classified elsewhere with behavioral disturbance
29515,"Disorganized type schizophrenia, in remission"
29524,"Catatonic type schizophrenia, chronic with acute exacerbation"
29545,"Schizophreniform disorder, in remission"
2956,Schizophrenic disorders residual type
29561,"Schizophrenic disorders, residual type, subchronic"
29574,"Schizoaffective disorder, chronic with acute exacerbation"
29575,"Schizoaffective disorder, in remission"
29583,"Other specified types of schizophrenia, subchronic with acute exacerbation"
29605,"Bipolar I disorder, single manic episode, in partial or unspecified remission"
29612,"Manic affective disorder, recurrent episode, moderate"
29630,"Major depressive affective disorder, recurrent episode, unspecified"
